ProcessID,HaplotypeID
NBCAD633-08,Goera calcarata_1[84]NB
NBCAD594-08,Goera calcarata_1[84]NB
NBCAD576-08,Goera calcarata_1[84]NB
NBCAD513-08,Goera calcarata_1[84]NB
NBCAD731-08,Goera calcarata_1[84]NB
NBCAD690-08,Goera calcarata_1[84]NB
NBCAD684-08,Goera calcarata_1[84]NB
NBCAD600-08,Goera calcarata_1[84]NB
NBCAD579-08,Goera calcarata_1[84]NB
NBCAD578-08,Goera calcarata_1[84]NB
NBCAD747-08,Goera calcarata_1[84]NB
NBCAD675-08,Goera calcarata_1[84]NB
NBCAD584-08,Goera calcarata_1[84]NB
NBCAD580-08,Goera calcarata_1[84]NB
NBCAD716-08,Goera calcarata_1[84]NB
NBCAD700-08,Goera calcarata_1[84]NB
NBCAD673-08,Goera calcarata_1[84]NB
NBCAD751-08,Goera calcarata_1[84]NB
NBCAD736-08,Goera calcarata_1[84]NB
NBCAD730-08,Goera calcarata_1[84]NB
NBCAD722-08,Goera calcarata_1[84]NB
NBCAD666-08,Goera calcarata_1[84]NB
NBCAD738-08,Goera calcarata_1[84]NB
NBCAD727-08,Goera calcarata_1[84]NB
NBCAD688-08,Goera calcarata_1[84]NB
NBCAD686-08,Goera calcarata_1[84]NB
NBCAD482-08,Goera calcarata_1[84]NB
NBCAD485-08,Goera calcarata_1[84]NB
NBCAD705-08,Goera calcarata_1[84]NB
NBCAD694-08,Goera calcarata_1[84]NB
NBCAD689-08,Goera calcarata_1[84]NB
NBCAD487-08,Goera calcarata_1[84]NB
NBCAD735-08,Goera calcarata_1[84]NB
NBCAD484-08,Goera calcarata_1[84]NB
NBCAD713-08,Goera calcarata_1[84]NB
NBCAD704-08,Goera calcarata_1[84]NB
NBCAD679-08,Goera calcarata_1[84]NB
NBCAD737-08,Goera calcarata_1[84]NB
NBCAD711-08,Goera calcarata_1[84]NB
NBCAD741-08,Goera calcarata_1[84]NB
NBCAD663-08,Goera calcarata_1[84]NB
NBCAD712-08,Goera calcarata_1[84]NB
NBCAD721-08,Goera calcarata_1[84]NB
NBCAD728-08,Goera calcarata_1[84]NB
NBCAD707-08,Goera calcarata_1[84]NB
NBCAD726-08,Goera calcarata_1[84]NB
NBCAD681-08,Goera calcarata_1[84]NB
NBCAD710-08,Goera calcarata_1[84]NB
NBTRI881-08,Goera calcarata_2[51]NB
NBTRI880-08,Goera calcarata_2[51]NB
NBTRI879-08,Goera calcarata_2[51]NB
NBTRI877-08,Goera calcarata_2[51]NB
NBTRI876-08,Goera calcarata_2[51]NB
NBTRI874-08,Goera calcarata_2[51]NB
NBTRI872-08,Goera calcarata_2[51]NB
NBTRI871-08,Goera calcarata_2[51]NB
NBTRI870-08,Goera calcarata_2[51]NB
NBTRI869-08,Goera calcarata_2[51]NB
NBTRI868-08,Goera calcarata_2[51]NB
NBTRI867-08,Goera calcarata_2[51]NB
NBTRI866-08,Goera calcarata_2[51]NB
NBTRI863-08,Goera calcarata_2[51]NB
NBTRI862-08,Goera calcarata_2[51]NB
NBTRI861-08,Goera calcarata_2[51]NB
NBTRI860-08,Goera calcarata_2[51]NB
NBTRI855-08,Goera calcarata_2[51]NB
NBTRI854-08,Goera calcarata_2[51]NB
NBTRI853-08,Goera calcarata_2[51]NB
NBTRI852-08,Goera calcarata_2[51]NB
NBTRI851-08,Goera calcarata_2[51]NB
NBTRI850-08,Goera calcarata_2[51]NB
NBTRI849-08,Goera calcarata_2[51]NB
NBTRI848-08,Goera calcarata_2[51]NB
NBTRI844-08,Goera calcarata_2[51]NB
NBTRI841-08,Goera calcarata_2[51]NB
NBTRI838-08,Goera calcarata_2[51]NB
NBTRI837-08,Goera calcarata_2[51]NB
NBTRI835-08,Goera calcarata_2[51]NB
NBTRI834-08,Goera calcarata_2[51]NB
NBTRI822-08,Goera calcarata_2[51]NB
NBTRI804-08,Goera calcarata_2[51]NB
NBTRI796-08,Goera calcarata_2[51]NB
NBTRI760-08,Goera calcarata_2[51]NB
NBTRI565-08,Goera calcarata_2[51]NB
NBCAD718-08,Goera calcarata_2[51]NB
NBCAD714-08,Goera calcarata_2[51]NB
NBCAD664-08,Goera calcarata_2[51]NB
NBCAD697-08,Goera calcarata_2[51]NB
NBCAD483-08,Goera calcarata_2[51]NB
NBCAD733-08,Goera calcarata_2[51]NB
NBCAD729-08,Goera calcarata_2[51]NB
NBCAD588-08,Goera calcarata_2[51]NB
NBCAD678-08,Goera calcarata_2[51]NB
NBCAD662-08,Goera calcarata_2[51]NB
NBCAD590-08,Goera calcarata_2[51]NB
NBCAD725-08,Goera calcarata_2[51]NB
NBCAD734-08,Goera calcarata_2[51]NB
NBCAD677-08,Goera calcarata_2[51]NB
NBCAD745-08,Goera calcarata_2[51]NB
NBTRI858-08,Goera calcarata_3[8]NB
NBTRI845-08,Goera calcarata_3[8]NB
NBTRI842-08,Goera calcarata_3[8]NB
NBTRI833-08,Goera calcarata_3[8]NB
NBCAD669-08,Goera calcarata_3[8]NB
NBCAD665-08,Goera calcarata_3[8]NB
NBCAD717-08,Goera calcarata_3[8]NB
NBCAD719-08,Goera calcarata_3[8]NB
NBTRI840-08,Goera calcarata_4[7]NB
NBTRI823-08,Goera calcarata_4[7]NB
NBTRI690-08,Goera calcarata_4[7]NB
NBTRI521-08,Goera calcarata_4[7]NB
NBCAD601-08,Goera calcarata_4[7]NB
NBCAD512-08,Goera calcarata_4[7]NB
NBCAD732-08,Goera calcarata_4[7]NB
PKCAD458-07,Goera calcarata_5[5]NJ|VA
PKCAD419-07,Goera calcarata_5[5]NJ|VA
PKCAD418-07,Goera calcarata_5[5]NJ|VA
KKCAD202-07,Goera calcarata_5[5]NJ|VA
PKCAD041-07,Goera calcarata_5[5]NJ|VA
SMCAD682-07,Goera calcarata_6[5]NC|TN
SMCAD641-07,Goera calcarata_6[5]NC|TN
SMCAD103-07,Goera calcarata_6[5]NC|TN
SMCAD101-07,Goera calcarata_6[5]NC|TN
PKCAD102-07,Goera calcarata_6[5]NC|TN
NBTRI839-08,Goera calcarata_7[4]NB
NBCAD724-08,Goera calcarata_7[4]NB
NBCAD596-08,Goera calcarata_7[4]NB
NBCAD703-08,Goera calcarata_7[4]NB
SMCAD592-07,Goera calcarata_8[3]TN
SMCAD177-07,Goera calcarata_8[3]TN
SMCAD175-07,Goera calcarata_8[3]TN
NBCAD488-08,Goera calcarata_9[2]NB
NBCAD486-08,Goera calcarata_9[2]NB
NBCAD587-08,Goera calcarata_10[2]NB
NBCAD680-08,Goera calcarata_10[2]NB
PKCAD420-07,Goera calcarata_11[2]NB|VA
NBCAD514-08,Goera calcarata_11[2]NB|VA
SMCAD693-07,Goera calcarata_12[2]TN
SMCAD102-07,Goera calcarata_12[2]TN
SMCAD104-07,Goera calcarata_13[2]TN
SMCAD683-07,Goera calcarata_13[2]TN
MDA889-09,Goera calcarata_14[1]NC
NBCAD667-08,Goera calcarata_15[1]NB
MDA886-09,Goera calcarata_16[1]VA
MDA887-09,Goera calcarata_17[1]VA
MDA888-09,Goera calcarata_18[1]VA
SMCAD176-07,Goera calcarata_19[1]TN
PKCAD780-08,Goera calcarata_20[1]VA
SMCAD232-07,Goera calcarata_21[1]TN
PKCAD417-07,Goera calcarata_22[1]VA
PKCAD459-07,Goera calcarata_23[1]VA
UMNEA034-08,Goera calcarata_24[1]TN
SMCAD738-07,Goera calcarata_25[1]TN
NBCAD381-08,Goera calcarata_26[1]NB
NBTRI859-08,Goera calcarata_27[1]NB
CRCAD039-07,Goera calcarata_28[1]SC
NBTRI857-08,Goera calcarata_29[1]NB
SMCAD209-07,Goera calcarata_30[1]TN
NBTRI873-08,Goera calcarata_31[1]NB
TRIFI627-11,Lithax obscurus_1[1]Estonia
FBCAD044-10,Lithax obscurus_2[1]Germany
MGCAD111-08,Goera tungusensis_1[3]Mongolia
MGCAD109-08,Goera tungusensis_1[3]Mongolia
MGCAD108-08,Goera tungusensis_1[3]Mongolia
MGCAD110-08,Goera tungusensis_2[1]Mongolia
MGCAD112-08,Goera tungusensis_3[1]Mongolia
BHMKK114-12,Goera uchina_1[1]Thailand
OFCAD172-08,Goeracea genota_1[2]MT
OFCAD171-08,Goeracea genota_1[2]MT
CNCAD485-07,Goera baishanzuensis_1[1]China.Guangdong
DRCAD192-09,Goeracea oregona_1[2]CA
DRCAD191-09,Goeracea oregona_1[2]CA
CAUTR064-09,Goera XZ sp. CN1_1[3]China.Liaoning
CAUTR063-09,Goera XZ sp. CN1_1[3]China.Liaoning
CAUTR050-09,Goera XZ sp. CN1_1[3]China.Liaoning
CAUTR082-09,Goera XZ sp. CN1_2[1]China.Liaoning
HMCAD157-08,Drusus biguttatus_1[1]Italy
JPTRI064-10,Goera japonica_1[4]Japan
JPCAD047-08,Goera japonica_1[4]Japan
JPCAD045-08,Goera japonica_1[4]Japan
JPCAD043-08,Goera japonica_1[4]Japan
JPTRI063-10,Goera japonica_2[2]Japan
JPTRI062-10,Goera japonica_2[2]Japan
JPCAD044-08,Goera japonica_3[1]Japan
JPTRI061-10,Goera japonica_4[1]Japan
JPCAD046-08,Goera japonica_5[1]Japan
MGCAD115-08,Goera SC sp. MG1_1[3]Mongolia
MGCAD113-08,Goera SC sp. MG1_1[3]Mongolia
MGCAD114-08,Goera SC sp. MG1_1[3]Mongolia
HMKKT661-10,Silo graellsii_1[1]Portugal
KKUMN255-10,Limnephilus castor_1[1]CO
DRCAD386-10,Homophylax andax_1[1]WA
MGCAD107-08,Goera squamifera_1[2]Mongolia
MGCAD103-08,Goera squamifera_1[2]Mongolia
MGCAD105-08,Goera squamifera_2[2]Mongolia
MGCAD104-08,Goera squamifera_2[2]Mongolia
MGCAD106-08,Goera squamifera_3[1]Mongolia
MGCAD102-08,Goera squamifera_4[1]Mongolia
OFCAD816-08,Pseudostenophylax sparsus uniformis_1[1]NC
KKCAD210-07,Goerita semata_1[2]MT|NC
CNCAD479-07,Goerita semata_1[2]MT|NC
PKCAD236-07,Goerita semata_2[1]NC
HMCAD286-08,Goera mandana_1[1]Thailand
KKCAD435-07,Goera mandana_2[1]Thailand
DRCAD207-09,Allomyia gnathos_1[1]CO
BHMKK111-12,Goera redsat_1[1]Thailand
NECAD104-08,Goera townesi_1[3]AL
NECAD103-08,Goera townesi_1[3]AL
NECAD102-08,Goera townesi_1[3]AL
KKCAD283-07,Archithremma ulachensis_1[1]Russia.Magadan
