ProcessID,HaplotypeID
UMNEA210-08,Oligophlebodes sierra_1[12]AB|MT|WY
UMNEA209-08,Oligophlebodes sierra_1[12]AB|MT|WY
NECAD545-08,Oligophlebodes sierra_1[12]AB|MT|WY
NECAD544-08,Oligophlebodes sierra_1[12]AB|MT|WY
NECAD543-08,Oligophlebodes sierra_1[12]AB|MT|WY
NECAD542-08,Oligophlebodes sierra_1[12]AB|MT|WY
UMNEA211-08,Oligophlebodes sierra_1[12]AB|MT|WY
ABCAD254-09,Oligophlebodes sierra_1[12]AB|MT|WY
UMNEA212-08,Oligophlebodes sierra_1[12]AB|MT|WY
UMNEA214-08,Oligophlebodes sierra_1[12]AB|MT|WY
UMNEA215-08,Oligophlebodes sierra_1[12]AB|MT|WY
BDRTR036-12,Oligophlebodes sierra_2[5]WA
NECAD553-08,Oligophlebodes sierra_2[5]WA
NECAD552-08,Oligophlebodes sierra_2[5]WA
NECAD551-08,Oligophlebodes sierra_2[5]WA
NECAD550-08,Oligophlebodes sierra_2[5]WA
UMNEA216-08,Oligophlebodes sierra_3[1]WY
NECAD612-08,Oligophlebodes sierra_4[1]WA
ABCAD249-09,Oligophlebodes sierra_5[1]AB
NECAD613-08,Oligophlebodes sierra_6[1]WA
UMNEA208-08,Oligophlebodes sierra_7[1]CA
OFCAD449-08,Allomyia cascadis_1[1]OR
OFCAD448-08,Allomyia cascadis_2[1]OR
DRCAD155-09,Allomyia cascadis_3[1]WA
HMTRI461-09,Lithax niger_1[1]Italy
FBAQU268-09,Lithax niger_2[1]Germany
FBAQU363-09,Lithax niger_3[1]Germany
HMKKT806-10,Lithax niger_4[1]Austria
NECAD495-08,Neophylax acutus_1[1]TN
PKCAD714-08,Neophylax acutus_2[1]VA
NECAD496-08,Neophylax acutus_3[1]VA
PKCAD760-08,Neophylax acutus_4[1]TN
NECAD494-08,Neophylax acutus_5[1]TN
NECAD493-08,Neophylax acutus_6[1]TN
MDA553-08,Neophylax wigginsi_1[1]VA
NECAD541-08,Neophylax wigginsi_2[1]WV
NECAD539-08,Neophylax wigginsi_3[1]WV
NECAD540-08,Neophylax wigginsi_4[1]WV
PKCAD813-08,Neophylax wigginsi_5[1]TN
PKCAD758-08,Neophylax wigginsi_6[1]VA
CSUTR019-10,Neophylax wigginsi_7[1]NY
PKCAD275-07,Neophylax wigginsi_8[1]TN
CNTLV139-09,Uenoid XZ sp. CN1_1[2]China.Yunnan
CNTLV137-09,Uenoid XZ sp. CN1_1[2]China.Yunnan
CNTLV138-09,Uenoid XZ sp. CN1_2[1]China.Yunnan
HMKKT778-10,Apatania brevis_1[1]Pakistan
MGCAD111-08,Goera tungusensis_1[3]Mongolia
MGCAD109-08,Goera tungusensis_1[3]Mongolia
MGCAD108-08,Goera tungusensis_1[3]Mongolia
MGCAD110-08,Goera tungusensis_2[1]Mongolia
MGCAD112-08,Goera tungusensis_3[1]Mongolia
CNCAD478-07,Rossiana montana_1[1]MT
NECAD099-08,Goera archaon_1[1]OR
UMNEA032-08,Goera archaon_2[1]OR
NECAD484-08,Farula petersoni_1[2]CA
NECAD485-08,Farula petersoni_1[2]CA
TRIFI052-08,Apatania hispida_1[29]Finland|Norway
TRIFI051-08,Apatania hispida_1[29]Finland|Norway
TRIFI050-08,Apatania hispida_1[29]Finland|Norway
TRIFI049-08,Apatania hispida_1[29]Finland|Norway
TRIFI048-08,Apatania hispida_1[29]Finland|Norway
TRIFI047-08,Apatania hispida_1[29]Finland|Norway
TRIFI046-08,Apatania hispida_1[29]Finland|Norway
TRIFI045-08,Apatania hispida_1[29]Finland|Norway
NWCAD063-10,Apatania hispida_1[29]Finland|Norway
NWCAD061-10,Apatania hispida_1[29]Finland|Norway
NWCAD060-10,Apatania hispida_1[29]Finland|Norway
NWCAD059-10,Apatania hispida_1[29]Finland|Norway
NWCAD048-10,Apatania hispida_1[29]Finland|Norway
NWCAD046-10,Apatania hispida_1[29]Finland|Norway
NWCAD045-10,Apatania hispida_1[29]Finland|Norway
NWCAD044-10,Apatania hispida_1[29]Finland|Norway
NWCAD043-10,Apatania hispida_1[29]Finland|Norway
NWCAD042-10,Apatania hispida_1[29]Finland|Norway
NWCAD041-10,Apatania hispida_1[29]Finland|Norway
NWCAD040-10,Apatania hispida_1[29]Finland|Norway
NWCAD036-10,Apatania hispida_1[29]Finland|Norway
JPCAD289-08,Apatania hispida_1[29]Finland|Norway
JPCAD288-08,Apatania hispida_1[29]Finland|Norway
JPCAD287-08,Apatania hispida_1[29]Finland|Norway
JPCAD286-08,Apatania hispida_1[29]Finland|Norway
JPCAD285-08,Apatania hispida_1[29]Finland|Norway
NWCAD058-10,Apatania hispida_1[29]Finland|Norway
NWCAD064-10,Apatania hispida_1[29]Finland|Norway
NWCAD035-10,Apatania hispida_1[29]Finland|Norway
NWCAD047-10,Apatania hispida_2[1]Norway
DRCAD516-10,Apatania sorex_1[1]CA
DRCAD517-10,Apatania sorex_2[1]CA
NECAD649-08,Apatania sorex_3[1]WA
HMCAD157-08,Drusus biguttatus_1[1]Italy
DRCAD171-09,Allomyia DR sp._1[1]MT
JPTRI064-10,Goera japonica_1[4]Japan
JPCAD047-08,Goera japonica_1[4]Japan
JPCAD045-08,Goera japonica_1[4]Japan
JPCAD043-08,Goera japonica_1[4]Japan
JPTRI063-10,Goera japonica_2[2]Japan
JPTRI062-10,Goera japonica_2[2]Japan
JPCAD044-08,Goera japonica_3[1]Japan
JPTRI061-10,Goera japonica_4[1]Japan
JPCAD046-08,Goera japonica_5[1]Japan
NECAD491-08,Neothremma prolata_1[1]OR
NECAD492-08,Neothremma prolata_2[1]OR
DRCAD386-10,Homophylax andax_1[1]WA
MGCAD107-08,Goera squamifera_1[2]Mongolia
MGCAD103-08,Goera squamifera_1[2]Mongolia
MGCAD105-08,Goera squamifera_2[2]Mongolia
MGCAD104-08,Goera squamifera_2[2]Mongolia
MGCAD106-08,Goera squamifera_3[1]Mongolia
MGCAD102-08,Goera squamifera_4[1]Mongolia
MGCAD019-08,Apatania majuscula_1[8]Mongolia
MGCAD018-08,Apatania majuscula_1[8]Mongolia
MGCAD017-08,Apatania majuscula_1[8]Mongolia
MGCAD015-08,Apatania majuscula_1[8]Mongolia
MGCAD014-08,Apatania majuscula_1[8]Mongolia
MGCAD013-08,Apatania majuscula_1[8]Mongolia
MGCAD016-08,Apatania majuscula_1[8]Mongolia
MGCAD020-08,Apatania majuscula_1[8]Mongolia
MGCAD510-09,Apatania majuscula_2[2]Mongolia
MGCAD509-09,Apatania majuscula_2[2]Mongolia
HIMXD143-10,Neophylax sp._1[2]NC
HIMXD141-10,Neophylax sp._1[2]NC
HIMXD140-10,Neophylax sp._2[2]NC
HIMXD139-10,Neophylax sp._2[2]NC
BDRTR067-12,Neophylax sp._3[1]WA
BDRTR005-12,Neophylax sp._4[1]WA
BDRTR006-12,Neophylax sp._5[1]WA
HIMXD142-10,Neophylax sp._6[1]NC
HIMXD146-10,Neophylax sp._7[1]NC
HIMXD138-10,Neophylax sp._8[1]NC
HMKKT633-10,Apatania meridiana_1[2]France
OFTRI255-10,Apatania meridiana_1[2]France
TRIFI019-08,Apatania forsslundi_1[4]Finland|Norway
BICAD009-09,Apatania forsslundi_1[4]Finland|Norway
BICAD005-09,Apatania forsslundi_1[4]Finland|Norway
BICAD004-09,Apatania forsslundi_1[4]Finland|Norway
TRIFI034-08,Apatania forsslundi_2[3]Finland
TRIFI031-08,Apatania forsslundi_2[3]Finland
TRIFI030-08,Apatania forsslundi_2[3]Finland
INCAD269-10,Goera CJG sp. IN1_1[3]Indonesia
INCAD079-10,Goera CJG sp. IN1_1[3]Indonesia
INCAD032-10,Goera CJG sp. IN1_1[3]Indonesia
INCAD143-10,Goera CJG sp. IN1_2[1]Indonesia
RUSST272-12,Goera horni_1[2]Russia.Primorye
RUSST115-12,Goera horni_1[2]Russia.Primorye
RUSST242-12,Goera horni_2[1]Russia.Primorye
RUSST328-12,Goera horni_3[1]Russia.Primorye
RUSST125-12,Goera horni_4[1]Russia.Primorye
RUSST104-12,Goera horni_5[1]Russia.Primorye
RUSST377-12,Goera horni_6[1]Russia.Primorye
RUSST184-12,Goera horni_7[1]Russia.Primorye
RUSST203-12,Goera horni_8[1]Russia.Primorye
OFCAD173-08,Lepania cascada_1[1]BC
PKCAD716-08,Neophylax ayanus_1[1]TN
NECAD506-08,Neophylax ayanus_2[1]TN
NECAD505-08,Neophylax ayanus_3[1]TN
NECAD535-08,Neophylax toshioi_1[1]VA
NECAD538-08,Neophylax toshioi_2[1]VA
NECAD537-08,Neophylax toshioi_3[1]VA
NECAD536-08,Neophylax toshioi_4[1]VA
PKCAD759-08,Neophylax toshioi_5[1]VA
SMTRI013-10,Goera cf. fuscula_1[1]NC
OFKMK076-09,Neophylax ottawa_1[7]NY
OFKMK073-09,Neophylax ottawa_1[7]NY
BKCAD056-08,Neophylax ottawa_1[7]NY
BKCAD055-08,Neophylax ottawa_1[7]NY
BKCAD054-08,Neophylax ottawa_1[7]NY
BKCAD053-08,Neophylax ottawa_1[7]NY
BKCAD052-08,Neophylax ottawa_1[7]NY
OFKMK074-09,Neophylax ottawa_2[1]NY
OFKMK075-09,Neophylax ottawa_3[1]NY
HMCAD309-08,Goera pilosa_1[4]Austria|Germany
HMCAD308-08,Goera pilosa_1[4]Austria|Germany
HMCAD307-08,Goera pilosa_1[4]Austria|Germany
FBCAD020-10,Goera pilosa_1[4]Austria|Germany
TRIFI599-11,Goera pilosa_2[2]Finland
TRIFI598-11,Goera pilosa_2[2]Finland
FBCAD019-10,Goera pilosa_3[1]Germany
FBAQU260-09,Goera pilosa_4[1]Germany
KKCAD443-07,Goera pilosa_5[1]Austria
KKUMN255-10,Limnephilus castor_1[1]CO
CNTLV031-09,Uenoa XZ sp. CN2_1[2]China.Sichuan
CNTLV030-09,Uenoa XZ sp. CN2_1[2]China.Sichuan
CNCAD631-09,Uenoa XZ sp. CN1_1[2]China.Guangxi
CNCAD484-07,Uenoa XZ sp. CN1_1[2]China.Guangxi
DRCAD455-10,Apatania chasica_1[1]WY
CSUTR020-10,Neophylax rickeri_1[1]CA
BDRTR084-12,Neophylax rickeri_2[1]MT
BDRTR083-12,Neophylax rickeri_3[1]MT
BDRTR065-12,Neophylax rickeri_4[1]WA
BDRTR066-12,Neophylax rickeri_5[1]WA
AMIK056-08,Neophylax oligius_1[3]MD
AMIK061-08,Neophylax oligius_1[3]MD
AMIK028-08,Neophylax oligius_1[3]MD
CSUTR269-10,Neophylax oligius_2[3]NY
CSUTR270-10,Neophylax oligius_2[3]NY
CSUTR266-10,Neophylax oligius_2[3]NY
KKUMN395-10,Neophylax oligius_3[2]MN|NY
CSUTR268-10,Neophylax oligius_3[2]MN|NY
AMIE104-07,Neophylax oligius_4[1]MD
MDA134-08,Neophylax oligius_5[1]VA
NECAD521-08,Neophylax oligius_6[1]PA
AMII170-08,Neophylax oligius_7[1]MD
AMIK059-08,Neophylax oligius_8[1]MD
AMIE212-08,Neophylax oligius_9[1]MD
AMIE196-07,Neophylax oligius_10[1]MD
AMIK054-08,Neophylax oligius_11[1]MD
SWRCB178-08,Neophylax oligius_12[1]PA
SWRCB109-08,Neophylax oligius_13[1]PA
ONCAD043-07,Neophylax oligius_14[1]ON
NECAD522-08,Neophylax oligius_15[1]PA
KKNEA051-09,Neophylax oligius_16[1]NJ
UMNEA199-08,Neophylax oligius_17[1]MN
PKCAD762-08,Neophylax oligius_18[1]GA
ONCAD044-07,Neophylax oligius_19[1]ON
CSUTR267-10,Neophylax oligius_20[1]NY
NECAD520-08,Neophylax oligius_21[1]MS
HMCAD286-08,Goera mandana_1[1]Thailand
KKCAD435-07,Goera mandana_2[1]Thailand
KKCAD451-07,Silo nigricornis_1[7]Austria
HMCAD235-08,Silo nigricornis_1[7]Austria
HMCAD233-08,Silo nigricornis_1[7]Austria
HMCAD232-08,Silo nigricornis_1[7]Austria
HMCAD231-08,Silo nigricornis_1[7]Austria
HMCAD230-08,Silo nigricornis_1[7]Austria
HMCAD229-08,Silo nigricornis_1[7]Austria
HMKKT662-10,Silo nigricornis_2[4]France|Germany
FBCAD084-10,Silo nigricornis_2[4]France|Germany
FBCAD083-10,Silo nigricornis_2[4]France|Germany
FBCAD082-10,Silo nigricornis_2[4]France|Germany
HMCAD234-08,Silo nigricornis_3[1]Austria
HMTRI465-09,Silo nigricornis_4[1]Italy
HMCAD236-08,Silo nigricornis_5[1]Austria
RUSST085-12,Neophylax ussuriensis_1[1]Russia.Primorye
JPTRI042-10,Neophylax ussuriensis_2[1]Japan
JPTRI043-10,Neophylax ussuriensis_3[1]Japan
RUSST314-12,Neophylax ussuriensis_4[1]Russia.Primorye
RUSST319-12,Neophylax ussuriensis_5[1]Russia.Primorye
